Região;UF;Município;IBGE;N_Fam_Cad_Geral;N_Fam_Cad_Urbano;N_Fam_Cad_Rural;N_Fam_Cad_Geral_Ext_Pob;N_Fam_Cad_Urbano_Ext_Pob;N_Fam_Cad_Rural_Ext_Pob;N_Pes_Cad;N_Fam_PBF;N_Pes_PBF;N_Crianca_<5_PBF_2018_DAI;%_DAI_Crianca_<5_PBF_2018;N_Crianca_<5_PBF_2019_DAI;%_DAI_Crianca_<5_PBF_2019;N_Crianca_<2_PBF_2018_DAI;%_DAI_Crianca_<2_PBF_2018;N_Estab_AF_2017;N_DAP;N_DAP_CAD;N_Fam_Fomento;N_Cisterna_1;N_Cisterna_2;N_Cisterna_Escola;N_AF_PAA
Sudeste;MG;São Francisco de Sales;316130;1266;1127;139;506;445;61;2849;438;1203;14;9.66;4;44411;7;15.91;201;103;27;0;0;0;0;1
Sudeste;MG;São Francisco do Glória;316140;1245;863;382;370;225;145;3259;433;1364;43;27.56;15;11.63;10;21.28;321;103;55;15;0;0;0;43
Sudeste;MG;São Geraldo;316150;2120;1973;147;755;683;72;4631;727;1853;35;14.64;27;20.93;12;17.64;374;44;16;17;0;0;0;0
Sudeste;MG;São Geraldo da Piedade;316160;1043;531;512;597;284;313;2747;534;1546;15;13.76;12;12.24;10;31.26;249;91;61;6;0;0;0;0
Sudeste;MG;São Geraldo do Baixio;316165;884;687;197;395;294;101;2126;421;1149;7;5.93;26;23.85;3;7.14;191;30;13;0;0;0;0;0
Sudeste;MG;São Gonçalo do Abaeté;316170;1230;1057;173;664;540;124;3013;527;1545;22;14.29;31;44335;10;25;161;71;15;0;0;0;0;58
Sudeste;MG;São Gonçalo do Pará;316180;1460;1222;238;226;173;53;4055;306;1008;31;32.29;19;23.17;11;64.71;206;39;2;0;0;0;0;1
Sudeste;MG;São Gonçalo do Rio Abaixo;316190;2746;1298;1448;644;321;323;7649;822;2408;20;8.97;19;44448;7;9.86;253;42;21;0;0;0;0;0
Sudeste;MG;São Gonçalo do Rio Preto;312550;815;551;264;413;257;156;2108;352;973;12;13.64;15;17.24;3;15.79;173;90;69;66;0;0;0;42
Sudeste;MG;São Gonçalo do Sapucaí;316200;3317;2944;373;785;683;102;9346;1109;3740;10;4.55;31;44359;5;44235;384;155;35;0;0;0;0;0
Sudeste;MG;São Gotardo;316210;4686;4383;303;138;123;15;13650;1143;4060;155;23.96;115;18.52;40;44221;664;164;21;0;0;0;0;0
Sudeste;MG;São João Batista do Glória;316220;648;576;72;46;42;4;1933;135;529;6;12.77;4;7.27;1;44511;215;51;2;0;0;0;0;0
Sudeste;MG;São João da Lagoa;316225;1595;859;736;912;451;461;3581;827;2038;16;9.52;15;8.24;5;10;602;537;393;144;0;0;0;120
Sudeste;MG;São João da Mata;316230;437;305;132;165;109;56;1170;178;574;0;0;5;9.26;0;0;270;82;17;0;0;0;0;0
Sudeste;MG;São João da Ponte;316240;5665;1405;4260;3764;786;2978;16122;3652;11401;81;7.93;100;9.79;36;11.43;2341;1654;1157;239;3128;137;33;55
Sudeste;MG;São João das Missões;316245;3229;841;2388;2359;528;1831;9952;2153;7290;63;7.24;72;44325;32;44298;884;859;597;90;532;174;37;327
Sudeste;MG;São João del Rei;316250;10787;10187;600;2982;2736;246;25550;3851;10965;81;44449;87;11.15;33;16.42;733;207;50;6;0;0;0;47
Sudeste;MG;São João do Manhuaçu;316255;2912;1612;1300;1947;934;1013;7943;1640;5136;82;14.67;71;12.72;39;20.64;702;315;177;0;0;0;0;0
Sudeste;MG;São João do Manteninha;316257;1427;1236;191;657;542;115;3375;556;1510;6;5.77;10;44235;3;10;180;94;24;0;0;0;0;0
Sudeste;MG;São João do Oriente;316260;2280;2047;233;963;846;117;5505;852;2496;15;5.51;29;11.15;6;6.98;233;110;44;0;0;0;0;9
Sudeste;MG;São João do Pacuí;316265;1151;588;563;685;313;372;3050;649;1904;20;12.74;18;10.91;10;18.87;354;369;291;141;0;0;0;309
Sudeste;MG;São João do Paraíso;316270;3793;2037;1756;1676;789;887;11355;1958;6219;40;44325;38;7.63;13;10.83;2053;1425;817;157;489;0;0;99
Sudeste;MG;São João Evangelista;316280;2967;2327;640;1412;1067;345;8111;1624;4795;39;7.99;58;14.22;20;12.57;523;106;28;27;0;0;0;0
Sudeste;MG;São João Nepomuceno;316290;3526;3183;343;1171;1050;121;9635;1134;3563;49;44523;74;16.44;17;32.69;460;57;11;4;0;0;0;0
Sudeste;MG;São Joaquim de Bicas;316292;5233;5017;216;2696;2542;154;13655;2300;7050;64;6.83;99;44451;33;12.23;83;23;5;0;0;0;0;21
Sudeste;MG;São José da Barra;316294;864;753;111;172;149;23;2525;252;870;15;15.15;6;4.88;5;27.78;263;111;35;0;0;0;0;0
Sudeste;MG;São José da Lapa;316295;3387;3353;34;1951;1937;14;9329;1453;4476;38;44236;56;44389;17;16.83;17;3;2;0;0;0;0;0
Sudeste;MG;São José da Safira;316300;1034;777;257;604;438;166;2834;535;1748;8;4.47;6;44258;2;3.57;42;24;15;16;0;0;0;0
Sudeste;MG;São José da Varginha;316310;809;643;166;105;90;15;2138;196;664;13;11.71;3;4.35;4;16.66;155;44;9;0;0;0;0;0
Sudeste;MG;São José do Alegre;316320;698;575;123;269;214;55;1907;272;868;22;20.95;43;39.09;14;33.33;209;16;2;0;0;0;0;0
Sudeste;MG;São José do Divino;316330;1099;792;307;646;437;209;2777;558;1622;13;44354;15;10.87;5;8.62;182;38;19;23;0;0;0;29
Sudeste;MG;São José do Goiabal;316340;1011;730;281;421;270;151;2671;474;1407;13;9.56;18;44300;1;2.78;350;41;14;0;0;0;0;0
Sudeste;MG;São José do Jacuri;316350;1322;526;796;684;239;445;3633;816;2498;47;24.23;22;44271;19;40.43;442;304;190;1;0;0;0;353
Sudeste;MG;São José do Mantimento;316360;640;417;223;396;247;149;1675;355;1026;15;44239;8;44415;9;25.72;249;81;37;0;0;0;0;19
Sudeste;MG;São Lourenço;316370;5565;5515;50;1982;1960;22;14052;1760;5185;65;11.73;37;44263;18;14.87;48;4;1;0;0;0;0;0
Sudeste;MG;São Miguel do Anta;316380;1761;1231;530;970;627;343;4203;872;2456;21;9.17;21;9.72;12;15.78;653;189;81;32;0;0;0;26
Sudeste;MG;São Pedro da União;316390;790;579;211;81;53;28;2104;288;949;15;11.28;15;14.85;6;13.64;821;300;65;0;0;0;0;0
Sudeste;MG;São Pedro do Suaçuí;316410;1148;659;489;776;413;363;3115;675;2095;22;9.57;10;5.38;10;15.15;265;83;46;55;0;0;0;80
Sudeste;MG;São Pedro dos Ferros;316400;1212;979;233;277;207;70;3376;366;1181;17;11.41;16;13.79;4;44448;225;60;10;18;0;0;0;1
Sudeste;MG;São Romão;316420;1991;1474;517;1448;1038;410;5334;1323;3952;74;16.86;61;14.45;34;27.86;590;434;315;112;0;0;0;253
Sudeste;MG;São Roque de Minas;316430;885;708;177;238;186;52;2256;265;801;14;44394;18;29.51;6;21.42;843;260;43;0;0;0;0;0
Sudeste;MG;São Sebastião da Bela Vista;316440;831;518;313;184;127;57;2518;215;776;17;44215;13;11.93;8;28.57;193;49;5;0;0;0;0;0
Sudeste;MG;São Sebastião da Vargem Alegre;316443;556;394;162;100;70;30;1524;176;577;9;21.95;6;13.33;4;50;341;162;64;8;0;0;0;0
Sudeste;MG;São Sebastião do Anta;316447;2074;1660;414;1587;1240;347;5399;1192;3605;9;2.92;8;2.56;2;44502;555;216;137;25;0;0;0;303
Sudeste;MG;São Sebastião do Maranhão;316450;2202;718;1484;983;227;756;6489;1172;3862;54;14.32;52;16.72;20;23.25;962;180;125;42;0;0;0;57
Sudeste;MG;São Sebastião do Oeste;316460;1296;959;337;697;543;154;3245;481;1431;28;13.27;30;44395;8;12.51;546;159;15;0;0;0;0;3
Sudeste;MG;São Sebastião do Paraíso;316470;7020;6626;394;1969;1848;121;19965;2154;7014;115;9.97;89;11.19;46;44454;626;285;16;1;0;0;0;15
Sudeste;MG;São Sebastião do Rio Preto;316480;201;111;90;75;40;35;533;103;321;2;6.25;0;0;1;44511;161;15;5;11;0;0;0;0
Sudeste;MG;São Sebastião do Rio Verde;316490;333;242;91;81;51;30;882;113;328;2;13.33;3;15;0;0;186;32;10;0;0;0;0;0
Sudeste;MG;São Thomé das Letras;316520;1379;939;440;581;367;214;3295;524;1407;20;14.29;18;15.65;11;26.19;378;152;19;0;0;0;0;0
Sudeste;MG;São Tiago;316500;1243;1073;170;188;162;26;3776;327;1157;8;44261;6;44321;4;9.52;628;155;21;0;0;0;0;0
Sudeste;MG;São Tomás de Aquino;316510;815;742;73;335;310;25;2561;324;1239;15;11.63;13;10.32;4;10.53;316;117;10;0;0;0;0;0
Sudeste;MG;São Vicente de Minas;316530;1156;985;171;435;306;129;2960;467;1310;16;44267;6;5.45;5;20;115;58;6;0;0;0;0;0
Sudeste;MG;Sapucaí-Mirim;316540;950;753;197;415;327;88;2360;417;1147;16;16.16;16;44300;3;16.67;189;23;7;0;0;0;0;0
Sudeste;MG;Sardoá;316550;1355;580;775;916;376;540;3886;823;2578;42;16.15;28;15.91;15;44338;189;47;31;20;0;0;0;0
Sudeste;MG;Sarzedo;316553;4505;4437;68;1322;1279;43;12999;1100;3562;54;14.56;60;14.18;13;13.41;50;34;6;0;0;0;0;54
Sudeste;MG;Sem-Peixe;316556;530;324;206;251;155;96;1300;251;642;6;11.32;5;13.16;3;21.43;358;60;30;15;0;0;0;31
Sudeste;MG;Senador Amaral;316557;1055;584;471;341;172;169;3188;544;1824;34;44515;30;14.78;22;27.16;547;179;34;0;0;0;0;4
Sudeste;MG;Senador Cortes;316560;343;288;55;96;78;18;940;119;406;4;9.76;3;44299;1;44328;78;19;0;0;0;0;0;0
Sudeste;MG;Senador Firmino;316570;1369;1055;314;385;263;122;3839;571;1822;11;5.14;10;6.25;5;7.81;193;59;18;0;0;0;0;1
Sudeste;MG;Senador José Bento;316580;401;176;225;128;57;71;840;121;297;3;44511;0;0;2;25;261;71;37;0;0;0;0;0
Sudeste;MG;Senador Modestino Gonçalves;316590;1373;524;849;447;144;303;3446;562;1599;8;5.44;6;5.13;5;44417;601;477;394;65;0;0;0;147
Sudeste;MG;Senhora de Oliveira;316600;950;577;373;401;216;185;2870;528;1721;6;4.32;11;44447;2;5.72;245;66;25;20;0;0;0;14
Sudeste;MG;Senhora do Porto;316610;599;346;253;287;150;137;1854;338;1193;40;27.59;17;12.14;11;34.38;182;40;7;20;0;0;0;0
Sudeste;MG;Senhora dos Remédios;316620;2158;930;1228;1525;572;953;5511;1354;3856;19;44506;27;9.71;10;10.53;973;230;121;11;0;0;0;18
Sudeste;MG;Sericita;316630;1603;919;684;507;239;268;4689;772;2656;25;10.29;36;15.52;9;44391;587;282;98;0;0;0;0;0
Sudeste;MG;Seritinga;316640;139;112;27;52;39;13;364;66;182;1;8.33;1;7.14;1;16.67;69;18;0;2;0;0;0;0
Sudeste;MG;Serra Azul de Minas;316650;1077;527;550;539;225;314;3267;583;2090;42;44334;27;44513;12;18.46;233;37;19;24;0;0;0;36
Sudeste;MG;Serra da Saudade;316660;190;148;42;11;5;6;465;20;61;0;0;4;44.44;0;0;67;10;6;0;0;0;0;34
Sudeste;MG;Serra do Salitre;316680;2324;2071;253;1293;1117;176;5840;972;2867;55;44328;48;44542;22;44364;533;149;30;0;0;0;0;0
Sudeste;MG;Serra dos Aimorés;316670;1804;1747;57;443;433;10;4503;741;2221;15;6.88;12;5.77;6;8.45;67;52;28;13;0;0;0;137
Sudeste;MG;Serrania;316690;1445;1386;59;485;461;24;3993;537;1793;23;12.23;14;8.81;10;18.18;117;71;7;0;0;0;0;40
Sudeste;MG;Serranópolis de Minas;316695;1038;491;547;604;242;362;2956;545;1699;8;5.84;14;10;5;13.51;613;576;440;170;568;121;4;71
Sudeste;MG;Serranos;316700;403;327;76;263;203;60;917;217;540;5;44417;3;6;3;15;78;24;6;1;0;0;0;0
Sudeste;MG;Serro;316710;3242;1900;1342;1140;585;555;10260;1419;5165;43;44298;71;17.19;15;18.52;952;419;256;95;0;0;0;101
Sudeste;MG;Sete Lagoas;316720;21101;20719;382;6778;6635;143;56816;8215;24946;195;44324;193;7.97;77;12.56;385;47;15;10;0;0;0;23
Sudeste;MG;Setubinha;316555;2716;800;1916;2075;568;1507;8110;1793;6362;84;11.29;126;18.29;41;44396;887;439;292;142;0;0;0;178
Sudeste;MG;Silveirânia;316730;480;365;115;197;137;60;1236;208;569;9;18;4;9.52;2;14.29;152;40;6;1;0;0;0;0
Sudeste;MG;Silvianópolis;316740;780;577;203;426;308;118;2205;335;1152;39;22.29;35;19.66;13;27.66;932;169;27;0;0;0;0;0
Sudeste;MG;Simão Pereira;316750;408;327;81;128;101;27;1161;172;552;8;44542;1;1.92;3;15.79;18;12;4;0;0;0;0;0
Sudeste;MG;Simonésia;316760;3468;1565;1903;707;321;386;10954;1707;6184;76;8.83;58;8.54;37;15.41;2225;764;359;0;0;0;0;50
Sudeste;MG;Sobrália;316770;1649;1323;326;1021;801;220;3632;874;2354;31;11.92;24;10.91;12;16.66;289;39;17;0;0;0;0;0
Sudeste;MG;Soledade de Minas;316780;554;366;188;92;56;36;1606;213;749;5;44355;8;12.31;2;13.34;395;64;8;0;0;0;0;0
Sudeste;MG;Tabuleiro;316790;750;545;205;160;92;68;2000;244;741;14;13.73;20;44220;6;21.43;204;39;11;4;0;0;0;0
Sudeste;MG;Taiobeiras;316800;6499;5490;1009;2522;1977;545;17838;3009;9133;21;4.44;53;44385;7;4.17;869;642;379;128;344;0;0;470
Sudeste;MG;Taparuba;316805;1072;847;225;670;509;161;2316;589;1532;10;7.41;17;44328;4;44541;271;36;7;0;0;0;0;0
Sudeste;MG;Tapira;316810;630;433;197;256;167;89;1727;218;718;0;0;0;0;0;0;257;128;30;0;0;0;0;0
Sudeste;MG;Tapiraí;316820;312;246;66;72;55;17;747;75;221;2;14.29;2;13.33;0;0;237;81;14;0;0;0;0;0
Sudeste;MG;Taquaraçu de Minas;316830;823;286;537;409;110;299;2099;369;1108;8;44448;21;44458;2;9.52;93;18;4;0;0;0;0;0
Sudeste;MG;Tarumirim;316840;2842;2131;711;1606;1161;445;7142;1628;4476;89;19.18;70;16.24;29;25.44;727;262;91;24;0;0;0;30
Sudeste;MG;Teixeiras;316850;1970;1479;491;661;450;211;5079;765;2274;14;5.22;12;5.45;5;7.58;532;114;38;17;0;0;0;2
Sudeste;MG;Teófilo Otoni;316860;20114;16698;3416;6849;5268;1581;50569;8067;24751;188;12.28;246;13.15;61;17.23;1943;673;305;113;0;0;1;96
Sudeste;MG;Timóteo;316870;8106;7950;156;2809;2751;58;21581;3192;9461;113;12.23;97;44451;41;16.27;55;57;25;0;0;0;0;59
Sudeste;MG;Tiradentes;316880;996;879;117;435;381;54;2619;367;1163;20;44388;31;20.26;11;23.92;87;20;0;0;0;0;0;0
Sudeste;MG;Tiros;316890;1184;1012;172;468;393;75;2610;477;1322;18;44297;18;13.14;6;15;839;167;35;0;0;0;0;1
Sudeste;MG;Tocantins;316900;2404;2074;330;585;485;100;6327;832;2435;18;6.45;18;8.45;10;44450;430;159;53;10;0;0;0;27
Sudeste;MG;Tocos do Moji;316905;517;232;285;166;61;105;1522;243;823;7;10.94;10;16.13;5;22.73;592;184;61;0;0;0;0;22
Sudeste;MG;Toledo;316910;903;553;350;51;31;20;2313;154;552;23;30.67;8;23.53;11;40.74;324;70;7;0;0;0;0;0
Sudeste;MG;Tombos;316920;1819;1683;136;670;611;59;4373;732;2080;22;8.63;30;44422;9;11.68;406;171;66;1;0;0;0;32
Sudeste;MG;Três Corações;316930;8190;7874;316;1716;1646;70;22930;2750;9041;151;44364;209;26.83;42;19.63;457;194;14;0;0;0;0;30
Sudeste;MG;Três Marias;316935;4214;3948;266;1280;1170;110;11187;1610;4869;52;44417;102;18.41;18;15.52;183;135;53;19;0;0;0;142
Sudeste;MG;Três Pontas;316940;6560;6005;555;2175;1961;214;18901;2680;8394;76;8.59;70;8.65;31;11.52;576;374;43;0;0;0;0;1
Sudeste;MG;Tumiritinga;316950;1954;1429;525;1278;887;391;4471;943;2646;19;6.31;34;10.43;8;44264;249;67;53;2;0;0;0;0
Sudeste;MG;Tupaciguara;316960;5194;4910;284;2556;2409;147;11498;2119;5852;51;7.36;62;12.16;32;13.33;338;101;23;0;0;0;0;34
Sudeste;MG;Turmalina;316970;3904;2939;965;1475;1012;463;10731;1716;5006;33;7.88;33;7.93;9;7.56;873;607;407;75;104;26;0;230
Sudeste;MG;Turvolândia;316980;698;509;189;69;50;19;2064;229;845;8;10;7;44448;4;22.22;402;171;43;0;0;0;0;19
Sudeste;MG;Ubá;316990;12476;11929;547;1503;1412;91;32920;3443;10484;72;7.69;95;10.28;37;14.13;345;144;62;4;0;0;0;227
Sudeste;MG;Ubaí;317000;2518;1282;1236;1646;777;869;7281;1628;5273;49;9.28;41;8.82;27;16.67;767;785;511;163;0;0;0;246
Sudeste;MG;Ubaporanga;317005;2615;1305;1310;1147;471;676;7166;1293;3926;37;8.98;31;7.83;11;8.21;837;367;169;0;0;0;0;176
Sudeste;MG;Uberaba;317010;24592;24192;400;6140;5988;152;57268;7761;23755;72;7.83;67;6.77;35;13.31;1033;255;31;0;0;0;0;450
Sudeste;MG;Uberlândia;317020;62306;60695;1611;11886;11500;386;147487;16204;47368;306;10.38;338;9;104;44266;1704;596;229;0;0;0;0;527
Sudeste;MG;Umburatiba;317030;696;642;54;421;385;36;1807;351;1099;7;6.36;11;11.22;3;44328;83;35;15;21;0;0;0;2
Sudeste;MG;Unaí;317040;11206;8885;2321;2814;2126;688;27813;3912;12042;125;8.56;108;8.49;53;12.83;3177;558;268;77;0;0;0;240
Sudeste;MG;União de Minas;317043;889;707;182;475;380;95;1970;408;1086;15;10.49;14;44387;8;21.62;265;55;17;0;0;0;0;0
Sudeste;MG;Uruana de Minas;317047;1193;778;415;535;313;222;2863;476;1397;29;18.83;19;14.18;14;42.42;421;60;30;19;0;0;0;1
Sudeste;MG;Urucânia;317050;1225;1151;74;368;347;21;3722;441;1405;9;44413;7;10.77;6;14.64;129;54;7;4;0;0;0;61
Sudeste;MG;Urucuia;317052;2415;1497;918;1199;713;486;6560;1359;4271;65;44332;48;44422;24;20.87;923;476;328;132;0;30;0;35
Sudeste;MG;Vargem Alegre;317057;1977;1757;220;1028;890;138;4462;819;2226;35;17.86;43;19.55;18;44284;177;55;22;0;0;0;0;41
Sudeste;MG;Vargem Bonita;317060;522;449;73;135;114;21;1328;138;400;6;16.67;11;28.95;1;14.29;127;41;9;0;0;0;0;0
Sudeste;MG;Vargem Grande do Rio Pardo;317065;1163;771;392;610;359;251;3382;625;1919;18;8.45;21;10.94;12;16.66;398;329;252;63;207;0;0;27
Sudeste;MG;Varginha;317070;7419;7209;210;1722;1657;65;20495;2377;7711;36;7.21;49;8.64;8;44292;236;148;7;0;0;0;0;278
Sudeste;MG;Varjão de Minas;317075;949;846;103;364;330;34;2410;330;964;21;44431;16;15.69;4;44337;236;76;23;1;0;0;0;7
Sudeste;MG;Várzea da Palma;317080;6348;5617;731;1705;1491;214;14530;2544;6827;70;44387;57;9.61;30;20;517;354;200;75;0;0;0;157
Sudeste;MG;Varzelândia;317090;4889;1913;2976;3219;1108;2111;13821;2921;9366;154;16.38;176;44277;57;22.44;760;1409;1113;271;211;125;19;110
Sudeste;MG;Vazante;317100;2696;2436;260;644;560;84;6331;900;2589;41;12.58;29;44360;22;21.36;685;119;12;0;0;0;0;109
Sudeste;MG;Verdelândia;317103;2324;1447;877;1593;969;624;5922;1245;3727;48;13.15;36;12.81;15;17.65;484;550;361;262;50;89;0;256
Sudeste;MG;Veredinha;317107;1485;1134;351;694;538;156;3884;716;1909;18;11.46;13;8.97;4;7.54;515;336;280;60;26;0;0;20
Sudeste;MG;Veríssimo;317110;672;449;223;103;69;34;1556;149;520;6;11.76;5;44328;3;17.64;247;96;56;0;0;0;0;76
Sudeste;MG;Vermelho Novo;317115;1090;452;638;622;230;392;3110;607;1923;16;44264;12;6.94;3;5.77;592;279;146;0;0;0;0;1
Sudeste;MG;Vespasiano;317120;16245;16215;30;8546;8532;14;42680;6072;18423;179;14.32;133;15.83;70;20.24;23;5;2;0;0;0;0;1
Sudeste;MG;Viçosa;317130;11836;11249;587;2827;2606;221;27076;3329;9463;95;11.52;85;10.98;34;44330;583;212;57;14;0;0;0;29
Sudeste;MG;Vieiras;317140;932;608;324;506;300;206;2199;406;1173;11;11;14;21.21;4;15.38;450;134;54;21;0;0;0;0
Sudeste;MG;Virgem da Lapa;317160;3662;2073;1589;1368;597;771;8582;1416;4119;25;6.74;15;4.79;7;7.61;938;649;568;273;1109;277;0;17
Sudeste;MG;Virgínia;317170;1854;1162;692;674;341;333;4571;746;1990;30;20.69;25;15.34;9;19.15;823;486;203;0;0;0;0;0
Sudeste;MG;Virginópolis;317180;2030;1277;753;419;239;180;6210;655;2191;20;8.23;17;44415;6;8.33;360;115;59;36;0;0;0;13
Sudeste;MG;Virgolândia;317190;1215;741;474;389;208;181;3245;581;1815;16;44357;15;9.38;5;11.37;305;90;58;0;0;0;0;0
Sudeste;MG;Visconde do Rio Branco;317200;6131;5590;541;1101;1002;99;16138;1750;5269;93;13.88;82;12.28;33;18.96;605;109;39;4;0;0;0;92
Sudeste;MG;Volta Grande;317210;1226;1137;89;706;648;58;2918;573;1704;21;10.45;13;6.22;12;20.33;54;7;0;0;0;0;0;0
Sudeste;MG;Wenceslau Braz;317220;264;142;122;98;51;47;797;109;401;6;14.29;3;44299;2;33.33;143;27;6;0;0;0;0;0
Centro-Oeste;MS;Água Clara;500020;2698;2481;217;1262;1159;103;6852;938;2914;23;44296;35;14.34;11;15.27;22;1;0;0;0;0;0;0
Centro-Oeste;MS;Alcinópolis;500025;1190;998;192;399;331;68;2903;319;935;6;4.69;4;3.39;5;13.15;184;47;17;0;0;0;0;8
Centro-Oeste;MS;Amambai;500060;8135;5284;2851;3263;1345;1918;22622;3309;11176;225;44460;241;22.74;61;27.73;879;374;271;0;0;0;0;28
Centro-Oeste;MS;Anastácio;500070;4407;4004;403;1404;1325;79;11056;1668;5151;100;18.87;88;21.89;30;22.72;813;181;66;0;0;0;0;130
Centro-Oeste;MS;Anaurilândia;500080;1662;1209;453;401;299;102;3988;557;1553;7;6.48;5;3.97;0;0;461;113;43;0;0;0;0;197
Centro-Oeste;MS;Angélica;500085;2008;1709;299;627;565;62;4960;703;2169;9;3.19;17;5.35;4;4.71;278;69;25;0;0;0;0;11
Centro-Oeste;MS;Antônio João;500090;2195;1586;609;482;181;301;5687;727;2451;35;15.22;35;15.22;14;23.72;168;45;13;0;0;0;0;58
Centro-Oeste;MS;Aparecida do Taboado;500100;3662;3551;111;1444;1398;46;9223;1302;3977;70;44269;82;14.64;25;17.48;307;75;11;0;0;0;0;0
Centro-Oeste;MS;Aquidauana;500110;8358;6906;1452;1714;1159;555;20901;2326;8584;51;8.79;128;18.47;19;16.37;720;303;168;0;0;0;0;7
Centro-Oeste;MS;Aral Moreira;500124;2112;1497;615;875;573;302;6001;1029;3516;57;14.29;55;16.42;29;22.13;371;56;25;0;0;0;0;1
Centro-Oeste;MS;Bandeirantes;500150;1368;1150;218;367;305;62;3025;420;1201;10;44448;9;9.47;3;13.64;316;74;32;0;0;0;0;55
Centro-Oeste;MS;Bataguassu;500190;5022;4566;456;852;782;70;12913;1192;3756;67;10.84;34;44265;35;17.24;595;140;48;0;0;0;0;60
Centro-Oeste;MS;Batayporã;500200;2578;2313;265;1103;1007;96;5979;928;2565;29;7.47;27;6.87;13;44418;282;42;9;0;0;0;0;0
Centro-Oeste;MS;Bela Vista;500210;4755;4083;672;1457;1216;241;11078;1965;6092;74;44209;44;9.38;21;44453;782;66;33;82;28;0;0;271
Centro-Oeste;MS;Bodoquena;500215;1419;1058;361;591;488;103;3835;622;1963;24;44454;18;11.61;12;22.22;494;159;76;0;0;0;0;50
Centro-Oeste;MS;Bonito;500220;2889;2549;340;657;558;99;7844;794;2676;60;44544;48;15.34;32;28.32;397;61;10;0;0;0;0;0
Centro-Oeste;MS;Brasilândia;500230;2036;1647;389;1055;831;224;4663;771;2169;20;6.99;21;9.68;9;12;393;105;39;0;0;0;0;12
Centro-Oeste;MS;Caarapó;500240;4091;2923;1168;1235;386;849;11809;1550;5368;83;22.87;76;19.59;25;29.77;537;94;15;0;0;0;0;0
Centro-Oeste;MS;Camapuã;500260;3378;3112;266;1212;1123;89;7112;907;2529;25;8.65;17;10.37;11;44452;404;82;23;0;0;0;0;1
Centro-Oeste;MS;Campo Grande;500270;139652;138438;1214;33583;33260;323;324354;32362;96725;2446;44457;3128;21.21;748;23.62;758;339;195;0;0;0;0;602
Centro-Oeste;MS;Caracol;500280;1428;1137;291;439;349;90;3519;494;1578;16;9.47;15;12.82;7;16.67;156;21;5;0;0;0;0;20
Centro-Oeste;MS;Cassilândia;500290;3728;3577;151;710;681;29;8948;869;2606;44;44547;16;7.21;10;17.86;231;48;6;0;0;0;0;0
Centro-Oeste;MS;Chapadão do Sul;500295;3661;3558;103;934;912;22;8700;722;2158;32;9.85;51;17.41;13;12.15;71;53;19;0;0;0;0;14
Centro-Oeste;MS;Corguinho;500310;1003;537;466;369;193;176;2043;347;916;20;44427;12;20;8;29.63;350;15;3;17;0;0;0;0
Centro-Oeste;MS;Coronel Sapucaia;500315;3910;2955;955;2292;1526;766;10498;1975;6601;125;44397;103;16.59;34;20.48;216;88;60;0;0;0;0;0
Centro-Oeste;MS;Corumbá;500320;19918;17835;2083;4515;3977;538;52298;6974;24425;218;13.63;196;12.57;73;44302;938;178;169;0;0;0;0;219
Centro-Oeste;MS;Costa Rica;500325;4912;4706;206;2185;2105;80;10789;1463;4287;109;21;112;19.24;50;34.48;295;83;6;0;0;0;0;0
Centro-Oeste;MS;Coxim;500330;6754;6315;439;2351;2177;174;15120;2259;6522;65;9.43;41;44353;27;44391;565;166;51;0;0;0;0;0
Centro-Oeste;MS;Deodápolis;500345;2073;1860;213;481;451;30;5035;659;2005;18;8.33;27;12.74;6;10.52;473;140;37;0;0;0;0;5
Centro-Oeste;MS;Dois Irmãos do Buriti;500348;2396;1065;1331;1053;445;608;6106;1128;3439;42;44299;46;44243;18;20;523;198;107;0;0;0;0;108
Centro-Oeste;MS;Douradina;500350;1336;934;402;300;128;172;3595;372;1200;26;20.63;14;14.14;15;35.72;136;75;25;0;0;0;0;49
Centro-Oeste;MS;Dourados;500370;27564;23669;3895;10752;7724;3028;69439;9578;30499;583;28.83;337;15.97;197;40.7;1013;533;106;706;0;0;0;536
Centro-Oeste;MS;Eldorado;500375;2520;2112;408;587;440;147;6522;767;2255;41;14.59;45;44396;16;44311;318;68;31;0;132;0;0;0
Centro-Oeste;MS;Fátima do Sul;500380;3422;3180;242;446;408;38;8469;936;3017;19;5.48;24;8;13;13.69;494;249;65;48;0;0;0;2
Centro-Oeste;MS;Figueirão;500390;643;550;93;234;196;38;1337;169;509;3;6.98;3;10;1;8.33;180;96;6;0;0;0;0;1
Centro-Oeste;MS;Glória de Dourados;500400;1588;1395;193;353;324;29;3977;508;1437;7;9.46;10;13.33;4;26.67;527;196;47;0;0;0;0;72
Centro-Oeste;MS;Guia Lopes da Laguna;500410;2445;2228;217;989;906;83;5870;1005;3031;33;44327;21;12.14;16;20;520;89;22;0;0;0;0;137
Centro-Oeste;MS;Iguatemi;500430;2671;2223;448;777;636;141;6493;923;3014;15;5.43;23;44357;7;8.64;632;148;38;0;60;0;0;57
Centro-Oeste;MS;Inocência;500440;1233;1092;141;279;234;45;2951;341;1099;6;5.17;7;9.86;4;8.52;238;77;10;0;0;0;0;16
